transaction_id,payment_method,bank_gateway,timestamp,amount,customer_id,customer_history,retry_count_so_far,failure_type,degradation_linked,ground_truth_recoverable,ground_truth_recovery_probability,ground_truth_recovery_probability_after_recovery
txn_7c5810f44e,UPI,PayFast Gateway,2026-08-13T19:02:48,3644.22,cust_10055,high_value,1,gateway_error,True,True,0.5363,0.8625
txn_607d489f79,UPI,PayFast Gateway,2026-08-13T19:04:16,882.51,cust_10039,new,1,gateway_timeout,True,True,0.6465,0.8509
txn_eaea681b07,UPI,PayFast Gateway,2026-08-13T19:04:20,3825.77,cust_10012,repeat,0,gateway_error,True,True,0.5706,0.8461
txn_3ad44df673,UPI,PayFast Gateway,2026-08-13T19:04:30,402.93,cust_10070,new,0,gateway_timeout,True,True,0.5486,0.8499
txn_b202c0c940,UPI,PayFast Gateway,2026-08-13T19:13:52,1019.11,cust_10011,new,0,gateway_error,True,True,0.6096,0.8341
txn_628b082214,netbanking,SwiftBank Gateway,2026-08-13T19:14:00,1823.16,cust_11093,repeat,0,card_expired,False,True,0.2326,0.2326
txn_904f801907,UPI,PayFast Gateway,2026-08-13T19:15:04,3584.81,cust_10038,high_value,0,gateway_timeout,True,True,0.6042,0.7692
txn_ec026b474d,UPI,PayFast Gateway,2026-08-13T19:16:56,1865.13,cust_10103,new,0,gateway_timeout,True,True,0.5716,0.7903
txn_201ddbfc5f,UPI,PayFast Gateway,2026-08-13T19:19:10,664.22,cust_10054,repeat,0,gateway_timeout,True,True,0.657,0.7732
txn_a94f4fdef7,UPI,PayFast Gateway,2026-08-13T19:19:14,959.33,cust_10083,repeat,0,processor_declined,True,True,0.6995,0.8308
txn_81208fefb1,UPI,PayFast Gateway,2026-08-13T19:19:25,361.9,cust_10023,repeat,0,gateway_error,True,True,0.7057,0.8117
txn_9fea918e76,UPI,PayFast Gateway,2026-08-13T19:23:25,342.79,cust_10081,new,0,processor_declined,True,True,0.6741,0.8415
txn_2569f995da,UPI,PayFast Gateway,2026-08-13T19:30:13,2631.81,cust_10112,repeat,1,gateway_timeout,True,True,0.6311,0.8083
txn_d16fec108d,UPI,PayFast Gateway,2026-08-13T19:37:04,1189.3,cust_10128,repeat,0,gateway_error,True,True,0.7276,0.7743
txn_be4e6bfb8f,UPI,PayFast Gateway,2026-08-13T19:40:50,2772.68,cust_10138,high_value,0,gateway_timeout,True,True,0.7057,0.8073
txn_abbe5a5a68,UPI,PayFast Gateway,2026-08-13T19:42:11,740.39,cust_10092,high_value,0,gateway_error,True,True,0.7578,0.7591
txn_cb8349e12c,UPI,PayFast Gateway,2026-08-13T19:46:52,231.21,cust_10111,at_risk,0,gateway_error,True,True,0.8238,0.7932
txn_b9db0c7877,UPI,PayFast Gateway,2026-08-13T19:50:12,1170.35,cust_10053,at_risk,0,processor_declined,True,True,0.8066,0.7516
txn_644de382a7,UPI,PayFast Gateway,2026-08-13T19:51:24,852.62,cust_10105,high_value,0,gateway_error,True,True,0.7352,0.8232
txn_10973c1571,card,PayFast Gateway,2026-08-13T23:11:00,2526.03,cust_11058,repeat,0,card_expired,False,True,0.0927,0.0927
txn_5239181e9b,wallet,TrustBank Gateway,2026-08-14T00:12:00,6629.18,cust_11004,repeat,0,insufficient_funds,False,True,0.3797,0.3797
txn_a9ebf5d3f8,card,QuickPay Gateway,2026-08-14T02:02:00,1104.83,cust_11084,at_risk,0,insufficient_funds,False,True,0.283,0.283
txn_9b5c025894,wallet,SwiftBank Gateway,2026-08-14T03:17:00,1964.74,cust_11037,repeat,0,bank_decline,False,True,0.269,0.269
txn_69b245674c,UPI,QuickPay Gateway,2026-08-14T04:17:00,703.34,cust_11063,new,0,bank_decline,False,True,0.4379,0.4379
txn_0e8f302c99,UPI,SecureBank Gateway,2026-08-14T05:47:00,919.33,cust_11123,repeat,3,cart_abandonment,False,True,0.4407,0.4407
txn_8569271357,UPI,SwiftBank Gateway,2026-08-14T09:40:00,5163.77,cust_11061,repeat,0,bank_decline,False,True,0.1289,0.1289
txn_5f07c8cc94,UPI,PayFast Gateway,2026-08-14T09:58:00,447.9,cust_11100,new,2,insufficient_funds,False,True,0.3889,0.3889
txn_6e847a51ea,UPI,QuickPay Gateway,2026-08-14T12:11:00,269.14,cust_11051,new,0,bank_decline,False,True,0.2957,0.2957
txn_18b5503b1a,UPI,SwiftBank Gateway,2026-08-14T17:01:00,1345.84,cust_11138,high_value,0,bank_decline,False,True,0.1969,0.1969
txn_fc618fb327,card,QuickPay Gateway,2026-08-14T17:07:00,3435.96,cust_11024,repeat,0,insufficient_funds,False,True,0.385,0.385
txn_ac3d92e78d,netbanking,QuickPay Gateway,2026-08-14T17:46:00,999.38,cust_11090,repeat,0,cart_abandonment,False,True,0.4172,0.4172
txn_fbe903f7a0,UPI,PayFast Gateway,2026-08-14T17:54:00,4430.0,cust_11119,new,1,card_expired,False,True,0.3103,0.3103
txn_15c6452b09,UPI,QuickPay Gateway,2026-08-14T20:50:00,5175.85,cust_11072,new,0,insufficient_funds,False,True,0.3634,0.3634
txn_2c63f5a14f,netbanking,SecureBank Gateway,2026-08-14T20:51:00,1078.11,cust_11117,new,0,bank_decline,False,True,0.315,0.315
txn_1916c4b6f2,UPI,TrustBank Gateway,2026-08-14T23:03:00,4336.16,cust_11032,repeat,1,bank_decline,False,True,0.1542,0.1542
txn_ec9f259f72,netbanking,QuickPay Gateway,2026-08-15T00:22:00,1271.09,cust_11121,new,0,card_expired,False,True,0.1236,0.1236
txn_e3d2713364,netbanking,QuickPay Gateway,2026-08-15T03:47:00,989.1,cust_11056,new,0,insufficient_funds,False,True,0.2876,0.2876
txn_276b1f8c44,netbanking,PayFast Gateway,2026-08-15T06:41:00,3251.41,cust_11113,new,0,customer_cancelled,False,False,0.0715,0.0715
txn_e0e76f8473,UPI,QuickPay Gateway,2026-08-15T08:41:00,741.02,cust_11139,repeat,3,cart_abandonment,False,True,0.4517,0.4517
txn_865801dcad,netbanking,TrustBank Gateway,2026-08-15T18:26:00,1803.64,cust_11038,at_risk,0,customer_cancelled,False,False,0.0293,0.0293
txn_9bf51e3d7b,netbanking,NationalPay Gateway,2026-08-15T21:45:00,2961.15,cust_11009,high_value,3,insufficient_funds,False,True,0.3263,0.3263
txn_40ee046982,UPI,QuickPay Gateway,2026-08-16T01:37:00,624.74,cust_11041,repeat,1,insufficient_funds,False,True,0.4773,0.4773
txn_943a4c9c9a,wallet,PayFast Gateway,2026-08-16T11:32:00,1570.04,cust_11108,new,3,customer_cancelled,False,False,0.0298,0.0298
txn_db846e3db4,netbanking,SecureBank Gateway,2026-08-16T16:31:00,2244.43,cust_11002,new,0,cart_abandonment,False,True,0.4425,0.4425
txn_d8a0e87c34,UPI,PayFast Gateway,2026-08-16T18:20:00,2784.72,cust_11127,repeat,1,insufficient_funds,False,True,0.4003,0.4003
txn_b8962de31b,card,PayFast Gateway,2026-08-16T19:54:00,9317.71,cust_11114,at_risk,1,cart_abandonment,False,True,0.4246,0.4246
txn_9bcf4efbaf,card,QuickPay Gateway,2026-08-16T20:51:00,592.29,cust_11066,new,0,card_expired,False,True,0.0815,0.0815
txn_659b1d2be0,netbanking,SecureBank Gateway,2026-08-16T21:52:00,2994.68,cust_11039,repeat,0,invoice_overdue,False,True,0.6077,0.6077
txn_df9eb788bb,wallet,PayFast Gateway,2026-08-17T01:43:00,523.17,cust_11064,new,0,card_expired,False,True,0.1451,0.1451
txn_4fed4bf7b5,card,PayFast Gateway,2026-08-17T03:27:00,644.23,cust_11060,high_value,0,invoice_overdue,False,True,0.4364,0.4364
txn_638302bd9d,card,NationalPay Gateway,2026-08-17T06:46:00,4927.88,cust_11086,new,0,invoice_overdue,False,True,0.5671,0.5671
txn_0980135004,wallet,PayFast Gateway,2026-08-17T08:43:00,1141.93,cust_11079,new,0,invoice_overdue,False,True,0.3883,0.3883
txn_b7556f92b4,netbanking,SwiftBank Gateway,2026-08-17T10:18:00,4115.79,cust_11133,new,0,insufficient_funds,False,True,0.3737,0.3737
txn_76df212506,UPI,QuickPay Gateway,2026-08-17T11:16:00,476.41,cust_11074,new,2,card_expired,False,True,0.2765,0.2765
txn_70b0c62cd9,UPI,SecureBank Gateway,2026-08-17T13:01:00,1726.94,cust_11065,repeat,2,bank_decline,False,True,0.1774,0.1774
txn_b23c42e1d0,netbanking,NationalPay Gateway,2026-08-17T14:14:00,616.84,cust_11082,new,1,bank_decline,False,True,0.1798,0.1798
txn_b0faf99181,UPI,SecureBank Gateway,2026-08-17T17:54:00,562.58,cust_11110,repeat,2,bank_decline,False,True,0.2788,0.2788
txn_0de3945d03,card,SecureBank Gateway,2026-08-17T18:22:00,2852.27,cust_11043,repeat,0,cart_abandonment,False,True,0.465,0.465
txn_0a8b8fc67f,card,QuickPay Gateway,2026-08-17T23:59:00,1897.23,cust_11047,repeat,0,bank_decline,False,True,0.2833,0.2833
txn_30cb586139,netbanking,QuickPay Gateway,2026-08-18T00:28:00,1601.68,cust_11036,new,0,insufficient_funds,False,True,0.2713,0.2713
txn_7d4fdec1fc,netbanking,SwiftBank Gateway,2026-08-18T01:18:00,263.06,cust_11005,at_risk,0,insufficient_funds,False,True,0.3271,0.3271
txn_7382c2f17c,card,NationalPay Gateway,2026-08-18T01:56:00,1190.5,cust_11034,high_value,0,insufficient_funds,False,True,0.2275,0.2275
txn_89cce16d32,netbanking,PayFast Gateway,2026-08-18T09:51:00,12811.46,cust_11016,repeat,3,invoice_overdue,False,True,0.5741,0.5741
txn_e0525d4718,netbanking,NationalPay Gateway,2026-08-18T10:41:00,2354.07,cust_11053,repeat,1,insufficient_funds,False,True,0.2571,0.2571
txn_40b59a3c1c,card,NationalPay Gateway,2026-08-18T16:03:00,3076.67,cust_11028,high_value,3,otp_timeout,False,True,0.6603,0.6603
txn_6c326b1243,card,NationalPay Gateway,2026-08-18T18:27:00,902.31,cust_11116,high_value,0,insufficient_funds,False,True,0.3932,0.3932
txn_518166b9b0,card,QuickPay Gateway,2026-08-18T20:10:00,1631.62,cust_11035,at_risk,1,cart_abandonment,False,True,0.5033,0.5033
txn_be9399a052,wallet,TrustBank Gateway,2026-08-18T21:10:00,493.68,cust_11010,at_risk,0,invoice_overdue,False,True,0.6416,0.6416
txn_e6a7a08387,wallet,SwiftBank Gateway,2026-08-18T22:28:00,1854.22,cust_11107,repeat,1,insufficient_funds,False,True,0.5294,0.5294
txn_49a5157dc7,wallet,SwiftBank Gateway,2026-08-19T01:02:00,660.23,cust_11131,repeat,1,customer_cancelled,False,False,0.02,0.02
txn_b61dabc4b9,UPI,SwiftBank Gateway,2026-08-19T04:49:00,200.0,cust_11052,new,1,bank_decline,False,True,0.3764,0.3764
txn_9716857175,card,QuickPay Gateway,2026-08-19T07:32:00,3886.16,cust_11070,new,0,insufficient_funds,False,True,0.5121,0.5121
txn_09c93fcbe5,UPI,SwiftBank Gateway,2026-08-19T07:50:00,200.0,cust_11104,new,3,invoice_overdue,False,True,0.5796,0.5796
txn_c19e2d9e64,card,TrustBank Gateway,2026-08-19T10:32:00,4476.74,cust_11019,new,1,bank_decline,False,True,0.1633,0.1633
txn_6a1e03de2d,wallet,PayFast Gateway,2026-08-19T12:44:00,252.82,cust_11048,at_risk,2,insufficient_funds,False,True,0.3108,0.3108
txn_9b193db1ea,netbanking,NationalPay Gateway,2026-08-19T15:53:00,674.06,cust_11106,high_value,0,insufficient_funds,False,True,0.4398,0.4398
txn_31e277e917,netbanking,SwiftBank Gateway,2026-08-20T05:34:00,2618.66,cust_11017,new,2,bank_decline,False,True,0.2059,0.2059
txn_b28427da82,netbanking,PayFast Gateway,2026-08-20T07:35:00,662.83,cust_11020,repeat,0,cart_abandonment,False,True,0.5414,0.5414
txn_5ae03c5cf9,netbanking,SecureBank Gateway,2026-08-20T07:52:00,1821.08,cust_11118,repeat,1,bank_decline,False,True,0.2279,0.2279
txn_27d11663a1,UPI,NationalPay Gateway,2026-08-20T08:12:00,5276.33,cust_11089,new,0,bank_decline,False,True,0.1654,0.1654
txn_06f01f050f,wallet,TrustBank Gateway,2026-08-20T13:07:00,1730.47,cust_11033,new,3,card_expired,False,True,0.123,0.123
txn_5e102c4206,UPI,SwiftBank Gateway,2026-08-20T14:22:00,2545.79,cust_11128,high_value,0,invoice_overdue,False,True,0.5503,0.5503
txn_247b106cbe,wallet,QuickPay Gateway,2026-08-20T14:56:00,3845.96,cust_11098,repeat,2,card_expired,False,True,0.02,0.02
txn_d419e8f5bd,wallet,PayFast Gateway,2026-08-20T21:08:00,934.14,cust_11003,new,0,insufficient_funds,False,True,0.4322,0.4322
txn_d8f9ce6dc8,wallet,TrustBank Gateway,2026-08-21T02:24:00,1448.38,cust_11094,new,2,card_expired,False,True,0.1632,0.1632
txn_58b29aa90b,wallet,NationalPay Gateway,2026-08-21T05:54:00,200.0,cust_11095,repeat,0,insufficient_funds,False,True,0.3722,0.3722
txn_832175bb7f,card,SwiftBank Gateway,2026-08-21T06:17:00,2979.79,cust_11030,new,0,otp_timeout,False,True,0.6984,0.6984
txn_536d0ff9e7,card,SwiftBank Gateway,2026-08-21T10:07:00,1105.16,cust_11014,high_value,0,invoice_overdue,False,True,0.5717,0.5717
txn_8fc5ba814b,UPI,PayFast Gateway,2026-08-21T11:16:00,1518.49,cust_11022,high_value,0,bank_decline,False,True,0.3537,0.3537
txn_3e7a67af21,card,TrustBank Gateway,2026-08-21T12:20:00,3370.34,cust_11103,high_value,0,customer_cancelled,False,False,0.02,0.02
txn_5bebff91ab,netbanking,NationalPay Gateway,2026-08-21T17:53:00,1307.62,cust_11001,new,3,card_expired,False,True,0.0246,0.0246
txn_b438986fb0,wallet,TrustBank Gateway,2026-08-21T18:44:00,3045.29,cust_11049,repeat,0,insufficient_funds,False,True,0.2956,0.2956
txn_e83d1f0973,card,SecureBank Gateway,2026-08-21T20:20:00,1641.38,cust_11057,at_risk,0,otp_timeout,False,True,0.6398,0.6398
txn_31b178c82a,card,PayFast Gateway,2026-08-21T22:36:00,7197.52,cust_11012,repeat,0,cart_abandonment,False,True,0.4885,0.4885
txn_live_3b0c00c11d,wallet,QuickPay Gateway,2026-08-22T00:00:16,903.17,cust_live_948249,new,2,gateway_error,True,True,0.8898,0.7743
txn_live_5f286b0c9e,wallet,QuickPay Gateway,2026-08-22T00:02:17,1054.92,cust_live_113025,new,2,processor_declined,True,True,0.7914,0.7565
txn_live_ae3039d472,wallet,QuickPay Gateway,2026-08-22T00:08:55,1868.01,cust_live_375281,repeat,0,gateway_timeout,True,True,0.7797,0.8289
txn_live_8d84c0be06,wallet,QuickPay Gateway,2026-08-22T00:11:18,2738.6,cust_live_581213,repeat,0,gateway_timeout,True,True,0.8129,0.8361
txn_live_e2e25bafa4,wallet,QuickPay Gateway,2026-08-22T00:45:04,3479.6,cust_live_134501,high_value,0,gateway_error,True,True,0.6359,0.7825
txn_live_8ceecffae0,wallet,QuickPay Gateway,2026-08-22T00:59:23,1804.38,cust_live_976325,repeat,0,gateway_error,True,True,0.5879,0.8877
txn_live_c30805dc3c,wallet,QuickPay Gateway,2026-08-22T01:48:17,406.96,cust_live_793989,repeat,0,gateway_timeout,True,True,0.37,0.8282
txn_live_4f572a4040,wallet,QuickPay Gateway,2026-08-22T02:01:54,773.18,cust_live_948600,new,0,gateway_timeout,True,True,0.3295,0.7647
txn_live_479712dd35,wallet,QuickPay Gateway,2026-08-22T02:45:36,449.13,cust_live_365021,repeat,0,processor_declined,True,True,0.3174,0.8709
txn_live_126f2865f6,wallet,QuickPay Gateway,2026-08-22T03:15:34,1269.97,cust_live_393140,new,0,gateway_timeout,True,True,0.1931,0.7761
txn_live_a4ddbbbb76,wallet,QuickPay Gateway,2026-08-22T03:23:12,944.94,cust_live_554645,new,0,gateway_error,True,True,0.2272,0.8716
txn_live_d29a034962,wallet,QuickPay Gateway,2026-08-22T03:33:54,472.93,cust_live_705808,high_value,0,gateway_timeout,True,True,0.1748,0.8494
txn_live_742404b2c2,wallet,QuickPay Gateway,2026-08-22T03:40:59,1137.83,cust_live_102287,repeat,0,gateway_timeout,True,True,0.2143,0.8616
txn_live_e6b38f76a2,wallet,QuickPay Gateway,2026-08-22T03:41:45,6532.14,cust_live_496725,new,0,gateway_timeout,True,True,0.2194,0.8308
txn_live_b82b28167e,wallet,QuickPay Gateway,2026-08-22T03:41:52,1118.02,cust_live_866312,high_value,0,processor_declined,True,True,0.1432,0.8533
txn_live_bdc016d106,wallet,QuickPay Gateway,2026-08-22T03:47:37,774.41,cust_live_403995,repeat,0,gateway_error,True,True,0.1664,0.7508
txn_live_8fe1685a9a,wallet,QuickPay Gateway,2026-08-22T03:53:09,1128.39,cust_live_946327,new,0,gateway_timeout,True,True,0.1706,0.8263
txn_live_3f624a4737,wallet,QuickPay Gateway,2026-08-22T04:58:40,6234.86,cust_live_560375,repeat,0,gateway_timeout,True,True,0.1673,0.9221
txn_live_cd5bae66c0,wallet,QuickPay Gateway,2026-08-22T05:33:54,1931.0,cust_live_369470,repeat,0,gateway_timeout,True,True,0.3154,0.8421
txn_live_1cf6fbd205,wallet,QuickPay Gateway,2026-08-22T05:55:02,3951.85,cust_live_140393,high_value,1,gateway_timeout,True,True,0.3762,0.7989
txn_live_2d44566dd0,wallet,QuickPay Gateway,2026-08-22T06:39:22,2219.92,cust_live_911673,at_risk,0,gateway_timeout,True,True,0.4865,0.8216
txn_live_bf23010def,wallet,QuickPay Gateway,2026-08-22T07:00:34,496.93,cust_live_652652,new,0,gateway_timeout,True,True,0.5511,0.8485
txn_live_420f35ff79,wallet,QuickPay Gateway,2026-08-22T07:57:21,4411.66,cust_live_862361,at_risk,1,gateway_timeout,True,True,0.7984,0.8463
txn_live_fe022d6770,wallet,PayFast Gateway,2026-08-22T08:01:32,970.87,cust_live_806468,new,0,gateway_error,True,True,0.8347,0.7855
txn_live_f4db4ed8a3,wallet,PayFast Gateway,2026-08-22T08:39:57,696.43,cust_live_147887,new,0,processor_declined,True,True,0.5971,0.7974
txn_live_29a7a33602,wallet,PayFast Gateway,2026-08-22T08:44:32,2398.29,cust_live_696622,high_value,0,processor_declined,True,True,0.6314,0.8142
txn_live_d6b4153e90,wallet,PayFast Gateway,2026-08-22T08:46:00,2576.91,cust_live_905349,high_value,0,gateway_timeout,True,True,0.5789,0.832
txn_live_d161c1316f,wallet,PayFast Gateway,2026-08-22T09:38:34,469.47,cust_live_226115,repeat,1,gateway_error,True,True,0.4256,0.794
txn_live_b09b1cc604,wallet,PayFast Gateway,2026-08-22T09:46:17,869.96,cust_live_142289,repeat,0,gateway_timeout,True,True,0.3487,0.7914
txn_live_a30492364f,wallet,PayFast Gateway,2026-08-22T10:02:37,1498.68,cust_live_617226,repeat,1,gateway_timeout,True,True,0.3249,0.9181
txn_live_0c75433dbe,wallet,PayFast Gateway,2026-08-22T10:14:17,1238.75,cust_live_970854,new,0,gateway_timeout,True,True,0.3453,0.8856
txn_live_d6c700e67c,wallet,PayFast Gateway,2026-08-22T10:25:16,1374.12,cust_live_828447,high_value,1,gateway_timeout,True,True,0.3357,0.8511
txn_live_02ad119778,wallet,PayFast Gateway,2026-08-22T10:27:58,401.99,cust_live_640389,at_risk,1,gateway_timeout,True,True,0.2862,0.8697
txn_live_daa7a2c136,wallet,PayFast Gateway,2026-08-22T10:38:17,801.58,cust_live_708815,repeat,0,gateway_timeout,True,True,0.2105,0.8023
txn_live_e4c28e2c03,wallet,PayFast Gateway,2026-08-22T10:43:50,4902.25,cust_live_889414,repeat,0,gateway_timeout,True,True,0.2924,0.8789
txn_live_feeba9d285,wallet,PayFast Gateway,2026-08-22T10:54:18,802.36,cust_live_914044,repeat,1,gateway_error,True,True,0.1884,0.8112
txn_live_13cfb11061,wallet,PayFast Gateway,2026-08-22T11:02:28,1516.4,cust_live_869614,repeat,1,gateway_error,True,True,0.1636,0.8182
txn_live_ea94dace87,wallet,PayFast Gateway,2026-08-22T11:36:59,1012.41,cust_live_909641,new,0,gateway_timeout,True,True,0.2312,0.8584
txn_live_37b20844c9,wallet,PayFast Gateway,2026-08-22T11:52:26,1088.96,cust_live_463428,new,0,gateway_error,True,True,0.1902,0.8792
txn_live_b5697aa65c,wallet,PayFast Gateway,2026-08-22T11:56:44,846.13,cust_live_891296,repeat,0,processor_declined,True,True,0.1671,0.8704
txn_live_52a5807d82,wallet,PayFast Gateway,2026-08-22T12:07:28,10236.2,cust_live_951485,at_risk,0,gateway_error,True,True,0.1817,0.8083
txn_live_ab9b77d929,wallet,PayFast Gateway,2026-08-22T13:14:08,2816.88,cust_live_842265,new,2,processor_declined,True,True,0.2362,0.7771
txn_live_2e2542b8e9,wallet,PayFast Gateway,2026-08-22T13:59:46,2457.8,cust_live_546293,repeat,1,gateway_timeout,True,True,0.305,0.7765
txn_live_d17432b77b,wallet,PayFast Gateway,2026-08-22T14:07:43,2458.0,cust_live_906315,repeat,0,gateway_timeout,True,True,0.398,0.8469
txn_live_cddf5b3532,wallet,PayFast Gateway,2026-08-22T14:09:56,1250.07,cust_live_689144,new,0,gateway_error,True,True,0.36,0.8468
txn_live_1fc0606213,wallet,PayFast Gateway,2026-08-22T14:27:23,443.88,cust_live_762682,new,0,gateway_timeout,True,True,0.4393,0.8589
txn_live_07f9bae07f,wallet,PayFast Gateway,2026-08-22T14:38:21,2496.89,cust_live_592903,repeat,0,gateway_timeout,True,True,0.4901,0.8117
txn_live_ae177b8f17,wallet,PayFast Gateway,2026-08-22T15:26:55,6886.16,cust_live_196626,at_risk,1,gateway_timeout,True,True,0.7064,0.8076
txn_live_fe0a034488,wallet,PayFast Gateway,2026-08-22T15:38:34,3506.42,cust_live_460731,high_value,1,gateway_timeout,True,True,0.8179,0.8162
txn_live_0c20b060a9,wallet,PayFast Gateway,2026-08-22T15:39:27,442.9,cust_live_347536,at_risk,0,gateway_timeout,True,True,0.6593,0.7831
txn_live_d6b000406d,wallet,SecureBank Gateway,2026-08-22T16:28:29,1367.01,cust_live_619590,at_risk,0,gateway_error,True,True,0.713,0.7757
txn_live_3b8fdb6583,wallet,SecureBank Gateway,2026-08-22T16:52:58,4160.64,cust_live_141433,repeat,0,gateway_timeout,True,True,0.5651,0.7348
txn_live_f48e33bd92,wallet,SecureBank Gateway,2026-08-22T17:26:58,5120.08,cust_live_577407,repeat,1,gateway_error,True,True,0.4003,0.9352
txn_live_2491b2984b,wallet,SecureBank Gateway,2026-08-22T18:22:18,695.28,cust_live_478347,repeat,0,gateway_timeout,True,True,0.2847,0.9149
txn_live_164542d81f,wallet,SecureBank Gateway,2026-08-22T18:23:51,760.92,cust_live_375884,repeat,1,gateway_timeout,True,True,0.2484,0.8204
txn_live_1b1bdb338e,wallet,SecureBank Gateway,2026-08-22T18:31:43,2946.18,cust_live_150284,high_value,2,gateway_timeout,True,True,0.2396,0.8202
txn_live_21c9d86d3c,wallet,SecureBank Gateway,2026-08-22T18:37:50,2288.58,cust_live_670201,new,0,processor_declined,True,True,0.2062,0.8367
txn_live_c02e3e38b6,wallet,SecureBank Gateway,2026-08-22T18:50:03,1511.07,cust_live_409115,new,1,gateway_timeout,True,True,0.1621,0.8454
txn_live_520613304b,wallet,SecureBank Gateway,2026-08-22T18:54:44,1422.38,cust_live_103966,high_value,0,gateway_error,True,True,0.1954,0.8423
txn_live_eef3cf1482,wallet,SecureBank Gateway,2026-08-22T19:06:27,2089.0,cust_live_889330,repeat,0,processor_declined,True,True,0.1668,0.8988
txn_live_877ecda458,wallet,SecureBank Gateway,2026-08-22T19:23:21,2462.01,cust_live_307070,repeat,0,processor_declined,True,True,0.1985,0.8153
txn_live_3d8fbe8c7c,wallet,SecureBank Gateway,2026-08-22T19:32:26,1870.91,cust_live_319139,high_value,0,gateway_error,True,True,0.2154,0.8134
txn_live_f8f406ad1c,wallet,SecureBank Gateway,2026-08-22T19:53:06,690.91,cust_live_405426,repeat,0,gateway_error,True,True,0.2346,0.8055
txn_live_6b6fa5c949,wallet,SecureBank Gateway,2026-08-22T20:19:49,2510.12,cust_live_246098,high_value,0,gateway_timeout,True,True,0.2397,0.7731
txn_live_8cbea2dd09,wallet,SecureBank Gateway,2026-08-22T20:21:55,314.37,cust_live_792821,repeat,0,gateway_error,True,True,0.1532,0.8784
txn_live_3e40bffb9f,wallet,SecureBank Gateway,2026-08-22T21:35:24,1681.4,cust_live_376713,high_value,2,gateway_timeout,True,True,0.4857,0.8644
txn_live_6c3f37a641,wallet,SecureBank Gateway,2026-08-22T21:49:17,629.83,cust_live_802364,repeat,0,gateway_timeout,True,True,0.4152,0.7705
txn_live_788ffbe3d2,wallet,SecureBank Gateway,2026-08-22T22:12:32,264.86,cust_live_901681,repeat,0,gateway_timeout,True,True,0.6302,0.8958
txn_live_ae3aa084f3,wallet,SecureBank Gateway,2026-08-22T22:15:40,1555.15,cust_live_658093,repeat,0,gateway_timeout,True,True,0.5901,0.7767
txn_live_1ad3cc77a9,wallet,SecureBank Gateway,2026-08-22T22:20:13,612.84,cust_live_612673,repeat,0,gateway_timeout,True,True,0.6119,0.8361
txn_live_ca631dfae9,wallet,SecureBank Gateway,2026-08-22T22:22:59,551.48,cust_live_588669,new,0,gateway_timeout,True,True,0.6249,0.8326
txn_live_4466645eab,wallet,SecureBank Gateway,2026-08-22T22:35:28,519.94,cust_live_843734,high_value,1,gateway_timeout,True,True,0.7528,0.8911
txn_live_28de8aa5dc,wallet,SecureBank Gateway,2026-08-22T22:36:25,1484.51,cust_live_129365,repeat,1,gateway_timeout,True,True,0.735,0.8436
txn_live_28a2dcb336,wallet,SecureBank Gateway,2026-08-22T22:55:57,2447.69,cust_live_193749,high_value,1,gateway_timeout,True,True,0.7547,0.8874
txn_live_5f828101eb,wallet,SecureBank Gateway,2026-08-22T22:57:33,1804.05,cust_live_530323,repeat,0,gateway_timeout,True,True,0.8412,0.8141
txn_live_02b25b5bbc,netbanking,NationalPay Gateway,2026-08-22T23:00:48,609.81,cust_live_586360,new,0,processor_declined,True,True,0.759,0.8495
txn_live_89069aa2e4,netbanking,NationalPay Gateway,2026-08-22T23:10:51,937.4,cust_live_447859,high_value,1,gateway_timeout,True,True,0.7553,0.8472
txn_live_691088a9a6,netbanking,NationalPay Gateway,2026-08-22T23:16:32,2107.83,cust_live_225339,high_value,2,processor_declined,True,True,0.7157,0.7955
txn_live_7faafa496d,netbanking,NationalPay Gateway,2026-08-23T00:03:01,1543.4,cust_live_103904,repeat,1,gateway_timeout,True,True,0.5007,0.8201
txn_live_19d8500138,netbanking,NationalPay Gateway,2026-08-23T00:09:49,954.79,cust_live_193714,repeat,1,gateway_timeout,True,True,0.4921,0.793
txn_live_cf70054e70,netbanking,NationalPay Gateway,2026-08-23T00:51:26,3663.34,cust_live_740597,high_value,0,gateway_timeout,True,True,0.3893,0.741
txn_live_6ed021541a,netbanking,NationalPay Gateway,2026-08-23T00:59:13,5111.95,cust_live_539503,repeat,1,gateway_error,True,True,0.3113,0.8026
txn_live_705d397e3b,netbanking,NationalPay Gateway,2026-08-23T01:04:20,2609.32,cust_live_173881,repeat,1,gateway_timeout,True,True,0.3675,0.7218
txn_live_c9fd0671de,netbanking,NationalPay Gateway,2026-08-23T01:23:36,624.22,cust_live_471053,at_risk,0,gateway_timeout,True,True,0.2584,0.8837
txn_live_56f6cdeb45,netbanking,NationalPay Gateway,2026-08-23T01:32:18,512.98,cust_live_661431,high_value,0,gateway_error,True,True,0.2363,0.8742
txn_live_20c9744c07,netbanking,NationalPay Gateway,2026-08-23T01:44:16,642.76,cust_live_434883,new,0,processor_declined,True,True,0.2305,0.8453
txn_live_8464fba1de,netbanking,NationalPay Gateway,2026-08-23T01:47:01,253.46,cust_live_907339,new,0,gateway_timeout,True,True,0.2794,0.8643
